Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,Flight_Status,Meal Cost,Status_Reason,Total_Seats_Present,Total_seats_Filled,Total_Seats_Vacant,Ratings
IndiGo,27/03/2024,Banglore,Delhi,BLR → DEL,23:30,02:20,2.5,0.0,3943,Completed,1783,Successful Flight,250.0,241.0,9.0,4.9
AirIndia,27/03/2024,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40,20.45,2.0,13643,Cancelled,1781,Aircraft Maintenance,450.0,0.0,450.0,0.0
SpiceJet,27/03/2024,Chennai,Kolkata,MAA → CCU,17:45,20:05,2.2,0.0,3597,Completed,1305,Successful Flight,390.0,384.0,6.0,2.52
Vistara,27/03/2024,Banglore,Delhi,BLR → DEL,11:30,14:20,2.5,0.0,4668,Completed,1295,Successful Flight,300.0,288.0,12.0,1.14
IndiGo,27/03/2024,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8.1,1.0,6938,Completed,1824,Successful Flight,250.0,250.0,0.0,2.76
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,15:00,12:35,21.35,1.0,12898,Completed,1257,Successful Flight,430.0,425.0,5.0,2.82
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10.15,1.0,15898,Completed,1807,Successful Flight,500.0,499.0,1.0,4.03
IndiGo,27/03/2024,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10.35,1.0,6442,Completed,1440,Successful Flight,250.0,250.0,0.0,3.9
SpiceJet,27/03/2024,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4.3,1.0,5158,Cancelled,1364,Weather Conditions,390.0,0.0,390.0,0.0
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,09:15,19:15,10.0,1.0,9149,Completed,912,Successful Flight,500.0,486.0,14.0,1.91
IndiGo,27/03/2024,Delhi,Cochin,DEL → BOM → COK,20:25,01:30,5.5,1.0,5054,Completed,1018,Successful Flight,250.0,243.0,7.0,2.33
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,19:15,19:00,23.45,1.0,16079,Completed,1329,Successful Flight,430.0,422.0,8.0,1.48
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,22:50,19:00,20.1,1.0,12898,Completed,1637,Successful Flight,430.0,418.0,12.0,1.67
IndiGo,27/03/2024,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13.55,1.0,6442,Completed,1784,Successful Flight,250.0,245.0,5.0,3.87
SpiceJet,27/03/2024,Kolkata,Banglore,CCU → BLR,09:00,11:25,2.25,0.0,3873,Completed,1810,Successful Flight,390.0,383.0,7.0,4.09
AirIndia,27/03/2024,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21.15,2.0,10651,Completed,949,Successful Flight,450.0,440.0,10.0,3.16
AirIndia,27/03/2024,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15,28.5,2.0,13381,Completed,1435,Successful Flight,450.0,440.0,10.0,2.53
JetAirways,27/03/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1.3,0.0,5678,Completed,1554,Successful Flight,430.0,412.0,18.0,4.22
GoAir,27/03/2024,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6.1,1.0,6841,Completed,1623,Successful Flight,150.0,144.0,6.0,3.04
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,15:00,01:30,10.3,1.0,6943,Completed,1690,Successful Flight,500.0,497.0,3.0,3.23
AirIndia,27/03/2024,Delhi,Cochin,DEL → MAA → COK,17:20,09:25,16.5,1.0,7480,Completed,845,Successful Flight,450.0,448.0,2.0,2.6
AirIndia,27/03/2024,Delhi,Cochin,DEL → BLR → COK,17:40,09:35,15.55,1.0,7258,Completed,1143,Successful Flight,450.0,443.0,7.0,4.51
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,16:00,19:00,27.0,1.0,12898,Completed,1548,Successful Flight,430.0,411.0,19.0,1.25
IndiGo,27/03/2024,Chennai,Kolkata,MAA → CCU,07:55,10:15,2.2,0.0,3850,Completed,816,Successful Flight,250.0,248.0,2.0,4.63
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,21:50,04:25,6.35,1.0,16079,Completed,1494,Successful Flight,430.0,430.0,0.0,2.01
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8.4,1.0,8625,Cancelled,1190,Security Concerns,500.0,0.0,500.0,0.0
IndiGo,27/03/2024,Banglore,Delhi,BLR → DEL,22:10,01:00,2.5,0.0,3749,Completed,1953,Successful Flight,250.0,247.0,3.0,4.3
AirIndia,27/03/2024,Kolkata,Banglore,CCU → BLR,14:15,16:45,2.3,0.0,5510,Completed,909,Successful Flight,450.0,442.0,8.0,4.87
JetAirways,27/03/2024,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35,23.1,2.0,15129,Completed,1349,Successful Flight,430.0,424.0,6.0,2.44
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,19:45,19:00,23.15,1.0,12898,Completed,1821,Successful Flight,430.0,428.0,2.0,2.86
JetAirways,27/03/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26.55,2.0,13029,Completed,1161,Successful Flight,430.0,424.0,6.0,2.75
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,19:45,04:25,8.4,1.0,12898,Completed,980,Successful Flight,430.0,429.0,1.0,2.74
IndiGo,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:35,01:30,14.55,1.0,6104,Completed,967,Successful Flight,250.0,248.0,2.0,3.52
JetAirways,27/03/2024,Banglore,Delhi,BLR → DEL,08:20,11:20,3.0,0.0,7229,Completed,1643,Successful Flight,430.0,425.0,5.0,2.96
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,22:50,12:35,13.45,1.0,12898,Completed,1344,Successful Flight,430.0,417.0,13.0,1.72
SpiceJet,27/03/2024,Kolkata,Banglore,CCU → BLR,06:55,09:30,2.35,0.0,3873,Cancelled,881,Aircraft Maintenance,390.0,0.0,390.0,0.0
JetAirways,27/03/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25,18.45,2.0,15129,Completed,830,Successful Flight,430.0,413.0,17.0,3.69
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11.0,1.0,9718,Completed,1451,Successful Flight,500.0,481.0,19.0,1.54
AirIndia,27/03/2024,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40,24.5,2.0,16163,Completed,1152,Successful Flight,450.0,438.0,12.0,4.3
AirIndia,27/03/2024,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6.15,1.0,9719,Completed,1518,Successful Flight,450.0,445.0,5.0,2.91
IndiGo,27/03/2024,Kolkata,Banglore,CCU → BLR,11:30,14:05,2.35,0.0,5224,Completed,979,Successful Flight,250.0,241.0,9.0,4.13
JetAirways,27/03/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22.55,2.0,15129,Completed,1909,Successful Flight,430.0,430.0,0.0,2.35
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12.1,1.0,12717,Cancelled,1826,Weather Conditions,500.0,0.0,500.0,0.0
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,15:00,01:30,10.3,1.0,13377,Completed,1561,Successful Flight,500.0,482.0,18.0,3.16
IndiGo,27/03/2024,Kolkata,Banglore,CCU → BLR,21:25,00:05,2.4,0.0,4804,Completed,1571,Successful Flight,250.0,249.0,1.0,1.46
Vistara,27/03/2024,Banglore,Delhi,BLR → DEL,21:00,23:50,2.5,0.0,4668,Completed,1328,Successful Flight,300.0,299.0,1.0,1.82
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,16:00,19:00,27.0,1.0,16079,Completed,1922,Successful Flight,430.0,425.0,5.0,3.65
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8.0,1.0,7408,Completed,1140,Successful Flight,500.0,481.0,19.0,1.72
IndiGo,27/03/2024,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14.2,1.0,6526,Completed,1599,Successful Flight,250.0,247.0,3.0,3.33
JetAirways,27/03/2024,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25,8.55,2.0,13029,Completed,1509,Successful Flight,430.0,416.0,14.0,3.3
JetAirways,27/03/2024,Banglore,Delhi,BLR → DEL,11:10,14:05,2.55,0.0,4030,Completed,1256,Successful Flight,430.0,429.0,1.0,2.84
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15.2,1.0,7878,Completed,1640,Successful Flight,500.0,481.0,19.0,1.57
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,21:50,19:00,21.1,1.0,16079,Completed,1547,Successful Flight,430.0,414.0,16.0,1.45
JetAirways,27/03/2024,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29.2,2.0,16704,Completed,917,Successful Flight,430.0,415.0,15.0,4.37
GoAir,27/03/2024,Banglore,Delhi,BLR → DEL,11:40,14:30,2.5,0.0,3398,Completed,1800,Successful Flight,150.0,146.0,4.0,4.84
IndiGo,27/03/2024,Chennai,Kolkata,MAA → CCU,14:45,17:05,2.2,0.0,3597,Completed,1783,Successful Flight,250.0,247.0,3.0,2.85
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12.0,1.0,13587,Completed,1817,Successful Flight,500.0,481.0,19.0,1.97
IndiGo,27/03/2024,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7.35,1.0,6442,Completed,816,Successful Flight,250.0,245.0,5.0,3.76
Vistara,27/03/2024,Banglore,Delhi,BLR → DEL,19:30,22:15,2.45,0.0,4878,Completed,949,Successful Flight,300.0,282.0,18.0,4.93
JetAirways,27/03/2024,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,04:25,15.0,2.0,16704,Completed,1317,Successful Flight,430.0,417.0,13.0,2.56
AirIndia,27/03/2024,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27.2,1.0,7480,Completed,1569,Successful Flight,450.0,436.0,14.0,3.08
SpiceJet,27/03/2024,Chennai,Kolkata,MAA → CCU,09:45,12:00,2.15,0.0,3543,Completed,958,Successful Flight,390.0,386.0,4.0,2.83
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5.3,1.0,12898,Completed,1621,Successful Flight,430.0,425.0,5.0,4.62
IndiGo,27/03/2024,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6.2,1.0,6938,Completed,1148,Successful Flight,250.0,246.0,4.0,2.09
AirIndia,27/03/2024,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10.15,1.0,9929,Completed,1382,Successful Flight,450.0,433.0,17.0,4.25
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,14:00,01:30,11.3,1.0,13377,Completed,1844,Successful Flight,500.0,491.0,9.0,2.13
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,15:00,04:25,13.25,1.0,12898,Completed,1196,Successful Flight,430.0,412.0,18.0,2.78
JetAirways,27/03/2024,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35,17.25,2.0,15129,Completed,1154,Successful Flight,430.0,425.0,5.0,1.77
IndiGo,27/03/2024,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5.15,1.0,5636,Completed,1380,Successful Flight,250.0,243.0,7.0,2.64
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6.0,1.0,16079,Completed,818,Successful Flight,430.0,428.0,2.0,1.32
JetAirways,27/03/2024,Banglore,Delhi,BLR → DEL,18:55,22:00,3.5,0.0,7229,Completed,1418,Successful Flight,430.0,424.0,6.0,1.24
AirAsia,27/03/2024,Kolkata,Banglore,CCU → BLR,22:50,01:20,2.3,0.0,3807,Completed,950,Successful Flight,340.0,336.0,4.0,3.92
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,18:15,19:00,24.45,1.0,12898,Completed,1552,Successful Flight,430.0,429.0,1.0,4.12
IndiGo,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10.25,1.0,6314,Completed,1369,Successful Flight,250.0,245.0,5.0,3.54
AirIndia,27/03/2024,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12.15,1.0,9929,Completed,1605,Successful Flight,450.0,437.0,13.0,4.42
AirIndia,27/03/2024,Chennai,Kolkata,MAA → CCU,11:40,13:55,2.15,0.0,4667,Completed,921,Successful Flight,450.0,448.0,2.0,2.79
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10.2,1.0,10152,Completed,1086,Successful Flight,430.0,426.0,4.0,4.66
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7.0,1.0,7153,Completed,1305,Successful Flight,500.0,481.0,19.0,4.19
IndiGo,27/03/2024,Kolkata,Banglore,CCU → BLR,15:15,17:45,2.3,0.0,4804,Completed,1510,Successful Flight,250.0,248.0,2.0,3.07
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10.4,1.0,7005,Completed,1325,Successful Flight,500.0,500.0,0.0,1.15
AirIndia,27/03/2024,Delhi,Cochin,DEL → LKO → BOM → COK,12:20,19:15,30.55,2.0,12488,Completed,886,Successful Flight,450.0,442.0,8.0,2.93
IndiGo,27/03/2024,Banglore,Delhi,BLR → DEL,18:25,21:20,2.55,0.0,4823,Completed,891,Successful Flight,250.0,240.0,10.0,4.38
IndiGo,27/03/2024,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1.3,0.0,3175,Completed,1869,Successful Flight,250.0,243.0,7.0,1.03
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12.15,1.0,7740,Completed,1453,Successful Flight,500.0,493.0,7.0,1.72
AirIndia,27/03/2024,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21.15,2.0,10231,Completed,1831,Successful Flight,450.0,436.0,14.0,2.69
IndiGo,27/03/2024,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5.25,1.0,7164,Completed,1584,Successful Flight,250.0,248.0,2.0,3.18
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9.3,1.0,6943,Completed,1335,Successful Flight,500.0,486.0,14.0,3.24
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,02:15,04:25,26.1,1.0,12898,Completed,1342,Successful Flight,430.0,411.0,19.0,2.02
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7.35,1.0,7038,Completed,1740,Successful Flight,500.0,480.0,20.0,1.73
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9.0,1.0,12507,Completed,1873,Successful Flight,500.0,484.0,16.0,2.6
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7.35,1.0,9316,Completed,1287,Successful Flight,500.0,498.0,2.0,1.61
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12.35,1.0,8837,Completed,1999,Successful Flight,500.0,495.0,5.0,1.15
SpiceJet,27/03/2024,Kolkata,Banglore,CCU → BLR,09:00,11:25,2.25,0.0,3841,Completed,1087,Successful Flight,390.0,386.0,4.0,3.26
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9.3,1.0,13587,Completed,816,Successful Flight,500.0,481.0,19.0,4.12
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9.15,1.0,11446,Completed,1712,Successful Flight,500.0,480.0,20.0,3.77
AirIndia,27/03/2024,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1.3,0.0,3625,Cancelled,1904,Security Concerns,450.0,0.0,450.0,0.0
SpiceJet,27/03/2024,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,1.3,0.0,1965,Completed,1381,Successful Flight,390.0,383.0,7.0,4.83
AirIndia,27/03/2024,Delhi,Cochin,DEL → LKO → BOM → COK,18:30,19:15,24.45,2.0,12488,Completed,1772,Successful Flight,450.0,447.0,3.0,2.69
Vistara,27/03/2024,Banglore,Delhi,BLR → DEL,17:00,19:35,2.35,0.0,4878,Completed,1652,Successful Flight,300.0,284.0,16.0,1.55
IndiGo,27/03/2024,Banglore,Delhi,BLR → DEL,20:00,22:50,2.5,0.0,4823,Completed,1487,Successful Flight,250.0,240.0,10.0,1.86
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14.5,1.0,11573,Completed,1070,Successful Flight,500.0,495.0,5.0,4.48
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,20:55,12:35,15.4,1.0,12898,Completed,960,Successful Flight,430.0,410.0,20.0,4.49
JetAirways,27/03/2024,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23.5,2.0,15129,Completed,879,Successful Flight,430.0,418.0,12.0,1.37
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:00,01:30,15.3,1.0,8925,Completed,1550,Successful Flight,500.0,498.0,2.0,4.34
SpiceJet,27/03/2024,Banglore,Delhi,BLR → DEL,05:55,08:35,2.4,0.0,3311,Completed,655,Successful Flight,390.0,385.0,5.0,4.26
AirAsia,27/03/2024,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5.4,1.0,6752,Completed,1926,Successful Flight,340.0,335.0,5.0,4.81
IndiGo,27/03/2024,Banglore,Delhi,BLR → DEL,06:05,08:50,2.45,0.0,4423,Completed,1619,Successful Flight,250.0,248.0,2.0,4.07
AirIndia,27/03/2024,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11.15,1.0,9929,Cancelled,1602,Aircraft Maintenance,450.0,0.0,450.0,0.0
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11.3,1.0,11264,Completed,1066,Successful Flight,500.0,494.0,6.0,4.96
GoAir,27/03/2024,Banglore,Delhi,BLR → DEL,20:55,23:40,2.45,0.0,3419,Completed,1551,Successful Flight,150.0,141.0,9.0,1.99
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,13:00,01:30,12.3,1.0,7198,Completed,1403,Successful Flight,500.0,497.0,3.0,4.36
IndiGo,27/03/2024,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1.3,0.0,2754,Completed,1256,Successful Flight,250.0,240.0,10.0,4.13
AirIndia,27/03/2024,Delhi,Cochin,DEL → BOM → COK,03:50,19:15,15.25,1.0,9719,Completed,923,Successful Flight,450.0,441.0,9.0,3.63
JetAirways,27/03/2024,Banglore,Delhi,BLR → DEL,15:15,18:10,2.55,0.0,3502,Completed,1384,Successful Flight,430.0,425.0,5.0,1.08
AirIndia,27/03/2024,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7.15,2.0,9653,Cancelled,978,Weather Conditions,450.0,0.0,450.0,0.0
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11.0,1.0,16289,Completed,1479,Successful Flight,430.0,429.0,1.0,2.04
JetAirways,27/03/2024,Banglore,Delhi,BLR → DEL,19:50,22:50,3.0,0.0,7229,Completed,1149,Successful Flight,430.0,422.0,8.0,4.53
IndiGo,27/03/2024,Chennai,Kolkata,MAA → CCU,13:15,15:35,2.2,0.0,3597,Completed,1508,Successful Flight,250.0,248.0,2.0,3.29
JetAirways,27/03/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25,18.45,2.0,13029,Completed,893,Successful Flight,430.0,430.0,0.0,3.02
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,11:30,12:35,25.5,1.0,12898,Completed,951,Successful Flight,430.0,414.0,16.0,4.06
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,07:05,04:25,21.2,1.0,12898,Completed,1894,Successful Flight,430.0,417.0,13.0,1.06
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10.0,1.0,10675,Completed,1546,Successful Flight,430.0,412.0,18.0,2.41
AirIndia,27/03/2024,Delhi,Cochin,DEL → BOM → COK,20:00,19:15,23.15,1.0,8372,Completed,1146,Successful Flight,450.0,444.0,6.0,2.28
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14.0,1.0,7618,Completed,1720,Successful Flight,500.0,485.0,15.0,1.93
IndiGo,27/03/2024,Kolkata,Banglore,CCU → BLR,14:25,16:55,2.3,0.0,5224,Completed,1911,Successful Flight,250.0,247.0,3.0,2.5
GoAir,27/03/2024,Banglore,Delhi,BLR → DEL,07:45,10:40,2.55,0.0,3419,Completed,1774,Successful Flight,150.0,146.0,4.0,3.21
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7.3,1.0,9732,Completed,1022,Successful Flight,430.0,424.0,6.0,4.57
IndiGo,27/03/2024,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1.3,0.0,4049,Completed,838,Successful Flight,250.0,248.0,2.0,3.62
AirIndia,27/03/2024,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1.2,0.0,3100,Completed,956,Successful Flight,450.0,441.0,9.0,3.62
IndiGo,27/03/2024,Delhi,Cochin,DEL → COK,21:05,00:20,3.15,0.0,5601,Completed,1112,Successful Flight,250.0,243.0,7.0,4.8
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13.0,1.0,11264,Completed,1693,Successful Flight,500.0,482.0,18.0,2.56
JetAirways,27/03/2024,Banglore,Delhi,BLR → DEL,15:15,18:10,2.55,0.0,7229,Completed,941,Successful Flight,430.0,430.0,0.0,3.16
AirIndia,27/03/2024,Delhi,Cochin,DEL → COK,14:10,17:10,3.0,0.0,6934,Completed,1861,Successful Flight,450.0,436.0,14.0,4.71
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16.45,1.0,16079,Completed,1647,Successful Flight,430.0,430.0,0.0,1.52
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8.55,1.0,9316,Completed,1188,Successful Flight,500.0,488.0,12.0,1.31
JetAirways,27/03/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25,18.45,2.0,13029,Completed,1639,Successful Flight,430.0,421.0,9.0,4.87
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8.0,1.0,13587,Completed,1584,Successful Flight,500.0,498.0,2.0,3.03
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13.15,1.0,10786,Completed,1997,Successful Flight,500.0,492.0,8.0,4.68
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6.35,1.0,11264,Completed,1418,Successful Flight,500.0,492.0,8.0,2.13
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5.3,1.0,16289,Completed,1951,Successful Flight,430.0,429.0,1.0,3.98
IndiGo,27/03/2024,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11.5,1.0,6600,Completed,1717,Successful Flight,250.0,246.0,4.0,3.47
SpiceJet,27/03/2024,Kolkata,Banglore,CCU → BLR,06:55,09:30,2.35,0.0,3841,Completed,1196,Successful Flight,390.0,384.0,6.0,1.58
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,17:30,04:25,10.55,1.0,12898,Completed,1111,Successful Flight,430.0,424.0,6.0,1.09
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13.0,1.0,7618,Completed,1853,Successful Flight,500.0,489.0,11.0,4.54
AirIndia,27/03/2024,Banglore,Delhi,BLR → DEL,17:00,19:45,2.45,0.0,6961,Completed,1200,Successful Flight,450.0,442.0,8.0,3.03
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,14:00,04:25,14.25,1.0,12898,Completed,1516,Successful Flight,430.0,423.0,7.0,2.15
AirIndia,27/03/2024,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40,14.25,2.0,13879,Completed,802,Successful Flight,450.0,436.0,14.0,3.62
Vistara,27/03/2024,Delhi,Cochin,DEL → COK,14:40,17:50,3.1,0.0,6216,Completed,1762,Successful Flight,300.0,297.0,3.0,2.13
AirIndia,27/03/2024,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15,23.0,2.0,13381,Completed,1060,Successful Flight,450.0,438.0,12.0,3.34
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6.25,1.0,10486,Completed,840,Successful Flight,500.0,485.0,15.0,3.96
SpiceJet,27/03/2024,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5.15,1.0,6749,Completed,918,Successful Flight,390.0,388.0,2.0,2.54
SpiceJet,27/03/2024,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1.3,0.0,2385,Completed,1159,Successful Flight,390.0,383.0,7.0,1.36
Vistara,27/03/2024,Chennai,Kolkata,MAA → CCU,17:45,20:05,2.2,0.0,11982,Completed,1919,Successful Flight,300.0,283.0,17.0,2.13
IndiGo,27/03/2024,Chennai,Kolkata,MAA → CCU,19:35,21:55,2.2,0.0,3597,Completed,1697,Successful Flight,250.0,240.0,10.0,3.55
JetAirways,27/03/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13.3,2.0,13029,Completed,1741,Successful Flight,430.0,423.0,7.0,2.68
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,09:00,04:25,19.25,1.0,12898,Completed,1151,Successful Flight,430.0,425.0,5.0,3.84
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8.4,1.0,9794,Completed,1959,Successful Flight,500.0,482.0,18.0,2.93
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:00,01:30,15.3,1.0,9508,Completed,1459,Successful Flight,500.0,487.0,13.0,1.35
AirIndia,27/03/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2.45,0.0,6961,Completed,1985,Successful Flight,450.0,433.0,17.0,2.25
SpiceJet,27/03/2024,Chennai,Kolkata,MAA → CCU,08:20,10:35,2.15,0.0,3597,Completed,1427,Successful Flight,390.0,385.0,5.0,3.84
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,17:00,01:30,8.3,1.0,7198,Completed,1465,Successful Flight,500.0,490.0,10.0,4.28
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,13:00,12:35,23.35,1.0,12898,Completed,818,Successful Flight,430.0,423.0,7.0,4.46
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,21:50,19:00,21.1,1.0,12898,Completed,1988,Successful Flight,430.0,418.0,12.0,2.08
AirIndia,27/03/2024,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21.15,2.0,10231,Completed,1357,Successful Flight,450.0,435.0,15.0,2.14
IndiGo,27/03/2024,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5.2,1.0,5530,Completed,838,Successful Flight,250.0,248.0,2.0,3.78
